judul_berita,url_berita,tanggal_berita,source_domain,artikel_berita,status,error,tanggal_berita_dt,cluster_id,kategori_isu,cluster_label
"Pemerintah-Banggar Sepakat Asumsi Makro APBN 2025, Defisit 2,82 Persen Ekonomi • 1 tahun yang lalu",https://www.cnnindonesia.com/ekonomi/20240704171504-532-1117671/pemerintah-banggar-sepakat-asumsi-makro-apbn-2025-defisit-282-persen,2024-07-04T17:39:31+07:00,www.cnnindonesia.com,"CNN Indonesia
Kamis, 04 Jul 2024 17:39 WIB
Jakarta, CNN Indonesia --
Pemerintah dan Badan Anggaran (Banggar) DPR RI menyetujui asumsi dasar makro untuk rancangan anggaran pendapatan dan belanja negara (RAPBN) 2025.
Hal itu disepakati dalam rapat Penyampaian dan Pengesahan Laporan Panja-Panja Badan Anggaran DPR RI dalam rangka Pembahasan Pembicaraan Pendahuluan RAPBN TA 2025 dan RKP 2025, Kamis (4/7).
Dalam asumsi dasar makro 2025, pemerintah dan banggar DPR RI menyepakati defisit APBN di kisaran 2,29 persen hingga 2,82 persen dari produk domestik bruto (PDB) tahun depan.
Dalam putusan yang dibacakan oleh Anggota Banggar DPR RI Fraksi Gerindra Sri Meliyana, DPR menyatakan kebijakan fiskal 2025 ditempuh tetap ekspansif, terarah, dan terukur.
Ini demi mendukung percepatan transformasi ekonomi yang inklusif dan berkelanjutan dengan tetap menjaga keberlanjutan fiskal jangka menengah dan panjang.
""Untuk itu, defisit tahun 2025 dikendalikan di kisaran 2,82 persen hingga 2,29 persen PDB yang diarahkan untuk akselerasi pertumbuhan ekonomi yang inklusif dan berkelanjutan,"" kata Sri.
Ia juga menyebut penetapan defisit anggaran 2025 perlu memperhatikan perubahan pendapatan negara, harga, dan lifting minyak bumi. Potensi utang yang jatuh tempo pada 2025 akan memberikan dampak terhadap defisit APBN 2025.
Berikut kerangka asumsi makro RAPBN 2025 yang disetujui pemerintah dan Banggar DPR RI:
Postur makro fiskal 2025
- Pendapatan negara: 12,3 persen hingga 12,36 persen dari PDB
- Belanja negara: 14,59 persen hingga 15,18 persen dari PDB
- Belanja pemerintah pusat: 10,92 persen hingga 11,17 persen dari PDB
- Transfer ke daerah: 3,67 persen hingga 4,01 persen dari PDB
- Keseimbangan primer 0,14 persen hingga 0,61 persen dari PDB
- Defisit: 2,29 persen hingga 2,82 persen dari PDB
- Pembiayaan investasi: 0,3 persen hingga 0,5 persen dari PDB
- Rasio utang: 37,82 persen hingga 38,71 persen dari PDB
Asumsi dasar ekonomi makro 2025
- Pertumbuhan ekonomi: 5,1 persen hingga 5,5 persen
- Laju inflasi: 1,5 persen hingga 3,5 persen
- Nilai tukar rupiah: Rp15.300 hingga RP15.900 per dolar AS
- Tingkat suku bunga SBN 10 tahun: 6,9 persen hingga 7,2 persen
- Harga minyak mentah Indonesia: US$75 hingga US$85 per barel
- Lifting minyak bumi: 580 ribu hingga 605 ribu barel per hari
- Lifting gas bumi: 1.003 ribu hingga 1.047 ribu barel setara minyak per hari
Sasaran dan indikator pembangunan 2025
- Tingkat kemiskinan: 7 persen hingga 8 persen
- Tingkat kemiskinan ekstrem: 0 persen
- Rasio gini: 0,379-0,382
- Tingkat pengangguran terbuka: 4,5 persen hingga 5 persen
- Indeks modal manusia: 0,56
- Nilai tukar petani: 115 hingga 120
- Nilai tukar nelayan: 105 hingga 108
TOPIK TERKAIT
ARTIKEL
TERKAIT
TERKAIT
LAINNYA DI DETIKNETWORK",ok_trafilatura,,2024-07-04 17:39:31+07:00,5,Nasional,DPR setujui anggaran triliunan rupiah untuk berbagai program pemerintah.
Wawalkot Tangsel Jawab Kritikan Leony soal Anggaran Makan-Minum Rp 66 Miliar,https://news.detik.com/berita/d-8129050/wawalkot-tangsel-jawab-kritikan-leony-soal-anggaran-makan-minum-rp-66-miliar,2025-09-24T23:40:00+07:00,news.detik.com,"Wakil Wali Kota Tangerang Selatan (Tangsel), Pilar Saga Ichsan , menjawab kritikan dari artis Leony Vitria Hartanti terkait anggaran makan dan minum Pemkot Tangsel pada 2024 mencapai Rp 66 miliar. Pilar menyebut cakupan makan dan minum termasuk dari perangkat daerah, kelurahan hingga Pemkot.
""Misalkan makan dan minum. Nah itu mengacu pada semua kegiatan yang ada seluruh kota Tangerang Selatan; 54 kelurahan, 7 kecamatan sampai semua kegiatan-kegiatan di sekolah dan lain sebagainya,"" kata Pilar Saga di Kompleks Parlemen, Senayan, Jakarta Pusat, Rabu (24/9/2025).
SCROLL TO CONTINUE WITH CONTENT
Pilar mengatakan anggaran itu juga termasuk untuk penanganan BPBD hingga petugas pemadam kebakaran (Damkar) ketika beroperasi. Ia pun menyebut anggaran 'makan dan minum' merupakan standar kode rekening dari Kementerian Dalam Negeri.
""Lalu misalkan penanganan BPBD, lalu Damkar, kalau misalkan beroperasi Itu termasuk makannya di situ. Forum RT/RW, kalau mengadakan sosialisasi, kegiatan kepemudaan, pelatihan-pelatihan dan lain sebagainya itu termasuk di situ semua,"" ungkap Pilar.
Ia juga menjelaskan anggaran untuk jamuan tamu mengalami kenaikan dari Rp 6,75 miliar menjadi Rp 7,22 miliar. Menurutnya jamuan tamu itu tersebar di seluruh Satuan Kerja Perangkat Daerah (SKPD).
""Jamuan tamu itu apa namanya tersebar juga di semua SKPD yang ada di seluruh wilayah Tangerang Selatan,"" kata Pilar.
Ia menyebut jamuan tamu pada 2024 cukup masif lantaran ada penyelenggaraan Pilpres hingga Pilkada. Pilar mengatakan kegiatan pengamanan juga termasuk di dalam anggaran tersebut.
""Misalkan kalau ada kunjungan kemarin kan kebetulan di 2024 itu ada Pilpres, Pileg, Pilkada. Nah itu kita juga mengakomodir kegiatan-kegiatan untuk bantu KPU, untuk bantu Bawaslu dan lain sebagainya. Itu ada jamuan,"" ujar Pilar.
""Juga misalkan untuk kegiatan-kegiatan pengamanan dan lain sebagainya di situ juga termasuk atau misalkan dari pemerintah pusat datang, dari pemerintah provinsi datang ke kami, ya kami menggunakan itu,"" sambungnya.
Terakhir, Pilar menyampaikan terima kasih atas masukan yang diberikan masyarakat ke Pemkot Tangsel. Ia menyebut akan mengevaluasi hal tersebut untuk perbaikan ke depan.
""Pak Wali Kota beliau sangat mengapresiasi semua masyarakat, siapapun itu untuk bisa melihat mengevaluasi bersama-sama dan mengkritisi laporan keuangan daerah. Itu artinya semakin aktif masyarakat dalam kritisi, melihat Itu ya semakin baik untuk bisa mengevaluasi ya kita kinerja ke depannya,"" kata Pilar.
""Supaya Pemkot Tangsel juga semakin awas, semakin bisa menunjukan kinerjanya lebih baik lagi dan juga programnya mudah-mudahan semakin tepat sasaran,"" imbuhnya.",ok_site_specific,,2025-09-24 23:40:00+07:00,-1,Nasional,Campuran/Umum (noise).
Banggar Sindir Ahok Soal Premium: Kenapa Tak Ubek Importir? Ekonomi • 4 tahun yang lalu,https://www.cnnindonesia.com/ekonomi/20210407135617-85-627006/banggar-sindir-ahok-soal-premium-kenapa-tak-ubek-importir,2021-04-07T14:10:18+07:00,www.cnnindonesia.com,"CNN Indonesia
Rabu, 07 Apr 2021 14:10 WIB
Jakarta, CNN Indonesia --
Ketua Badan Anggaran (Banggar) DPR RI Said Abdullah menyindir Komisaris Utama PT Pertamina (Persero) Basuki Tjahaja Purnama alias Ahok terkait penjualan bahan bakar minyak (BBM) jenis Premium.
Menurutnya, Pertamina seharusnya tak lagi menjual Premium karena tak memenuhi standar baku mutu untuk kendaraan dan sudah ditinggalkan di banyak negara.
Sehingga, ia mempertanyakan mengapa Ahok tak mempermasalahkan hal tersebut. Terlebih, kata dia, hanya Indonesia yang masih menggunakan BBM Premium sampai saat ini.
""Apa pemerintah kalah sama importir? Kenapa Ahok tidak ubek-ubek importir itu ya? Daripada ubek-ubek yang lain,"" ujarnya dalam rapat dengan agenda 'Formulasi Subsidi dan Kompensasi yang Tepat Sasaran Bagi Masyarakat Miskin dan Rentan Miskin', Rabu (7/4).
Dalam kesempatan tersebut, ia juga membahas mengenai penyaluran subsidi LPG yang tidak tepat sasaran karena masih menggunakan skema lama atau berbasis barang.
Said menilai skema tersebut menimbulkan moral hazard di lapangan seperti praktik oplos. Hal tersebut menyebabkan munculnya selisih harga yang harus ditutupi oleh pemerintah.
""Berarti yang oplos itu untungnya luar biasa. Sudah 3 kg untungnya ditambah oplos lagi,"" imbuhnya.
Sehingga, ia meminta pemerintah berbenah dalam persoalan subsidi energi.
""Kalau itu jadi beban APBN, tapi buat rakyat sejahtera, mungkin tidak masalah kali. Kita optimistis tahun ini bisa tumbuh minimal 4 persen, itu artinya kita on the track, karena kita pulih, kita akan berbenah supaya enggak ketinggalan kereta,"" pungkasnya.
ARTIKEL
TERKAIT
TERKAIT
LAINNYA DI DETIKNETWORK",ok_trafilatura,,2021-04-07 14:10:18+07:00,2,Kemenkeu,Menteri Keuangan bahas kebijakan fiskal moneter dan pertumbuhan ekonomi Indonesia.
Anggaran Pendidikan Naik Jadi Rp621 T di APBN 2022 Ekonomi • 3 tahun yang lalu,https://www.cnnindonesia.com/ekonomi/20220519161136-532-798632/anggaran-pendidikan-naik-jadi-rp621-t-di-apbn-2022,2022-05-19T16:25:14+07:00,www.cnnindonesia.com,"CNN Indonesia
Kamis, 19 Mei 2022 16:25 WIB
Jakarta, CNN Indonesia --
[Gambas:Video CNN]
Badan Anggaran (Banggar) DPR menyetujui usulan pemerintah untuk menaikkan alokasi anggaran pendidikan sebesar Rp78,5 triliun menjadi Rp621,3 triliun di Anggaran Pendapatan dan Belanja Negara (APBN) 2022.
""Banggar DPR menyetujui penambahan anggaran pendidikan sebesar Rp78,5 triliun,"" ungkap Ketua Banggar DPR Said Abdullah saat rapat bersama Menteri Keuangan Sri Mulyani di Gedung DPR/MPR, Kamis (19/5).
Banggar mengungkapkan persetujuan diberikan karena porsi belanja anggaran pendidikan sudah diatur secara konstitusional, yaitu sebesar 20 persen dari total pagu belanja negara di APBN.
Sementara pemerintah baru saja meminta persetujuan kenaikan belanja negara di APBN 2022 sebesar Rp392,3 triliun dari Rp2.714,2 triliun menjadi Rp3.106,4 triliun.
""Meningkatnya belanja negara mengikat secara konstitusional terhadap penambahan anggaran pendidikan. Ini untuk memenuhi mandatory 20 persen anggaran pendidikan terhadap belanja negara,"" jelas Said.
Untuk itu, Banggar memberi persetujuan kenaikan anggaran pendidikan pada tahun ini. Harapannya, kenaikan anggaran bisa digunakan untuk pembiayaan pendidikan di pusat dan daerah.
Salah satunya untuk mendukung program bantuan operasional sekolah (BOS) hingga wajib belajar 12 tahun.
Secara rinci, kenaikan anggaran pendidikan akan dialokasikan untuk penyelenggaraan pendidikan oleh pemerintah pusat sebesar Rp30,6 triliun dan sisanya oleh pemerintah daerah Rp47,9 triliun.
Sri Mulyani menambahkan kenaikan anggaran pendidikan bakal disebar ke sejumlah kementerian/lembaga. Artinya, tidak hanya untuk Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi.
""Anggaran di bidang pendidikan tidak hanya untuk Kemendikbud, tapi keseluruhan,"" pungkasnya.
(uli/agt)[Gambas:Video CNN]
TOPIK TERKAIT
ARTIKEL
TERKAIT
TERKAIT
LAINNYA DI DETIKNETWORK",ok_trafilatura,,2022-05-19 16:25:14+07:00,5,Nasional,DPR setujui anggaran triliunan rupiah untuk berbagai program pemerintah.
"Macet Total di Sekitar Gedung DPR RI Malam Ini, Polisi: Imbas Perbaikan Gerbang Tol Semanggi 1",https://www.tribunnews.com/metropolitan/7733127/macet-total-di-sekitar-gedung-dpr-ri-malam-ini-polisi-imbas-perbaikan-gerbang-tol-semanggi-1,2025-09-24T21:17:00+07:00,www.tribunnews.com,"TRIBUNNEWS.COM, JAKARTA - Kemacetan terpantau di sekitar kawasan DPR /MPR, Jakarta Pusat pada Rabu (24/9/2025) malam.
Polisi mengungkap penyebab macet total yang terjadi.
Direktur Lalu Lintas Polda Metro Jaya Kombes Pol Komarudin menyebut kemacetan diakibatkan perbaikan Gerbang Tol Semanggi 1.
""Dampak kemacetan itu karena Gerbang Tol Semanggi 1 saat ini ditutup untuk beberapa hari ke depan juga demikian,"" kata Komarudin dalam keterangannya.
Dia menuturkan, imbas dari perbaikan itu membuat arus kendaraan yang biasanya masuk melewati Semanggi 1 kini dialihkan ke Gerbang Tol Semanggi 2.
""Gerbang Tol Semanggi 1 lagi tahap perbaikan karena dampak dari yang dibakar kemarin,"" ucap Komarudin.
""Kemudian Gerbang Tol Semanggi 2, Gerbang Tol Semanggi 2 juga yang bisa digunakan hanya satu gardu, satu gardunya juga perbaikan,"" sambungnya.
Tingginya volume kendaraan membuat arus lalu lintas tersendat dan cenderung tak bergerak.
Terlebih, banyak pengendara yang nekat menyerobot dari lajur kiri langsung memotong kanan, hal itu memperparah terjadinya kemacetan.
“Ini kita luruskan. Jadi masyarakat kami minta juga menggunakan Gerbang Tol Kuningan. Kemudian yang dari tol, tol yang dari arah Bandara itu tersumbatnya di off ramp, di keluaran Semanggi kareba arterinya enggak bergerak. Arterinya saat ini sedang padat betul, nah jadi tolnya tersumbat,"" ucap dia.
Di Tol Dalam Kota dari arah Semanggi ke Cawang terpantau lancar.
Begitupun dengan jalur arteri dari arah Kuningan sampai Cawang juga lancar.
Personel kepolisian kini sudah turun tangan ke sejumlah titik rawan macet untuk mengurai arus lalu lintas
""Saat ini petugas kami sedang tersebar di lapangan,"" pungkasnya.",ok_site_specific,,2025-09-24 21:17:00+07:00,4,Nasional,Program Makan Bergizi Gratis sebabkan keracunan ratusan siswa.
InternasionalNgeri! Ibu di Jepang Simpan Mayat Putrinya di Freezer Selama 20 TahunNews10 jam yang lalu,https://www.cnbcindonesia.com/news/20250925172116-4-670251/ngeri-ibu-di-jepang-simpan-mayat-putrinya-di-freezer-selama-20-tahun,2025-09-26T00:00:00+07:00,www.cnbcindonesia.com,"Ngeri! Ibu di Jepang Simpan Mayat Putrinya di Freezer Selama 20 Tahun
Jakarta, CNBC Indonesia - Kepolisian Jepang menangkap seorang perempuan berusia 75 tahun yang diduga mengaku menyimpan jenazah putrinya di dalam freezer selama dua dekade, Kamis (25/9/2025). Penyelidik menemukan jenazah seorang perempuan dewasa di dalam freezer di rumah Keiko Mori di Prefektur Ibaraki, timur laut Tokyo.
""Mori mengatakan bahwa jenazah itu adalah putrinya, Makiko, yang lahir pada tahun 1975 dan akan berusia 49 atau 50 tahun jika masih hidup,"" kata juru bicara tersebut, dikutip AFP.
""Pembusukan semakin parah,"" tambahnya, seraya menambahkan bahwa otopsi akan dilakukan untuk menentukan penyebab kematian.
Mori sebenarnya datang sendiri ke polisi pada hari Selasa. Kala itu ia bersama seorang kerabat melaporkan bahwa ia telah menyimpan jenazah di dalam freezer.
""Ketika penyidik mengunjungi rumah bersama Mori, mereka menemukan jenazah mengenakan kaus dan pakaian dalam, berlutut telungkup di dalam freezer,"" kata juru bicara tersebut.
Mori kemudian ditangkap karena dicurigai ""membuang mayat"". Ia memberi tahu penyidik bahwa baunya memenuhi rumah, sehingga ia membeli lemari es dan menyimpan mayat putrinya di dalamnya.
Mori memiliki beberapa anak, tetapi polisi tidak mengungkapkan berapa banyak anaknya atau apa yang mereka katakan kepada penyidik tentang Makiko. Ia telah tinggal sendirian sejak kematian suaminya awal bulan ini.
(tps/șef)
[Gambas:Video CNBC]
Next Article Video: Jepang Kunjungi Vietnam, Perkuat Kemitraan Strategis di ASEAN",ok_trafilatura,,2025-09-26 00:00:00+07:00,4,Internasional,Program Makan Bergizi Gratis sebabkan keracunan ratusan siswa.
"Kunci Jawaban Bahasa Inggris Kelas 9 Halaman 85, Worksheet 2.3",https://www.tribunnews.com/pendidikan/7733113/kunci-jawaban-bahasa-inggris-kelas-9-halaman-85-worksheet-23,2025-09-24T20:41:00+07:00,www.tribunnews.com,"TRIBUNNEWS.COM - Dalam buku English For Nusantara untuk SMP/MTs Kelas 9 Kurikulum Merdeka , siswa diajak untuk berlatih memahami cerita sederhana sekaligus melatih penggunaan kosakata dalam konteks perjalanan ke taman nasional.
Materi ini terdapat pada Unit 1: Going to a National Park, khususnya di Section 3 yang memuat Worksheet 2.3.
Buku ini merupakan karya dari Ika Lestari Damayanti, dkk., dan diterbitkan oleh Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi.
Pada bagian ini, siswa diminta untuk mendeskripsikan kembali situasi dalam sebuah komik dengan menggunakan bentuk lampau dari kata kerja yang sesuai.
Aktivitas ini membantu siswa dalam memahami narasi peristiwa dan melatih keterampilan menulis dalam bahasa Inggris.
Berikut adalah kunci jawaban Bahasa Inggris Kelas 9 Halaman 85 Worksheet 2.3, yang dapat dijadikan sebagai panduan belajar atau referensi dalam menyelesaikan latihan tersebut.
Kunci Jawaban Bahasa Inggris Kelas 9 Halaman 85
Worksheet 2.3
b. Describe the situation in the comic. Say what happened on the trip. Use the suitable words in Worksheet 2.2 to help you make the description. Number one has been done for you.
1. Pak Romy and his students (go) on a trip.
Jawaban:
Pak Romy and his students went on a trip.
2. Pak Romy and his students (see) some plants.
Jawaban:
Pak Romy and his students saw some plants.
3. Monita (observe) some plants.
Jawaban:",ok_site_specific,,2025-09-24 20:41:00+07:00,3,Internasional,Sri Mulyani mengakhiri jabatan sebagai Menteri Keuangan setelah 18 tahun.
Putri Sulung Mpok Alpa Gantikan Posisi Ibu untuk Adik-adiknya,https://celebrity.okezone.com/read/2025/09/26/33/3172532/putri-sulung-mpok-alpa-gantikan-posisi-ibu-untuk-adik-adiknya,"Hot Gossip | Jum'at, 26 September 2025 05:53 WIB Putri Sulung Mpok Alpa Gantikan Posisi Ibu untuk Adik-adiknya",celebrity.okezone.com,"Mpok Alpa
JAKARTA - Anak sulung almarhumah Nina Carolina alias Mpok Alpa, Sherly, turut membantu keluarga untuk mengasuh ketiga adiknya yang masih kecil.
Sherly menjelaskan bahwa adiknya hingga kini masih sering rewel setelah kepergian sang bunda, terutama si kembar Raffi Ahmad Darmadina dan Raffa Ahmad Darmadina.
Remaja belasan tahun itu bahkan merasa tengah menggantikan perannya sebagai ibu untuk sang adik.
""Iya, kadang adik-adik tuh suka rewel kan di rumah, jadi kadang sama aku jadi kadang mungkin merasa aku sekarang Mama gitu, gantiin Mama,"" kata Sherly di kawasan Tendean, Mampang, Jakarta Selatan.
Sherly sendiri masih menyimpan sejumlah barang milik almarhumah ibunya sebagai kenang-kenangan.
""Paling kayak baju, tas, gitu,"" ucap dia.
Dalam kesempatan yang sama, Aji Darmaji selaku suami Mpok Alpa juga menjelaskan persiapan keluarga menjelang 40 hari meninggalnya sang komedian.
Follow WhatsApp Channel Okezone untuk update berita terbaru setiap hari
Follow
Topik Artikel :
Berita Terkait
Telusuri berita celebrity lainnya
Terpopuler",ok_trafilatura,,,3,Internasional,Sri Mulyani mengakhiri jabatan sebagai Menteri Keuangan setelah 18 tahun.
Purbaya Ancam Sikat Oknum Bea Cukai Terlibat Peredaran Rokok Ilegal Ekonomi • 3 hari yang lalu,https://www.cnnindonesia.com/ekonomi/20250922153320-532-1276410/purbaya-ancam-sikat-oknum-bea-cukai-terlibat-peredaran-rokok-ilegal,2025-09-22T16:28:44+07:00,www.cnnindonesia.com,"CNN Indonesia
Senin, 22 Sep 2025 16:28 WIB
Jakarta, CNN Indonesia --
Menteri Keuangan Purbaya Yudhi Sadewa berjanji akan membereskan peredaran rokok ilegal yang menghambat pendapatan negara melalui cukai.
Purbaya menyatakan tidak segan menindak orang-orang yang terlibat. Ia pun tak menutup kemungkinan menindak anak buahnya sendiri bila terlibat.
""Yang terlibat kita akan sikat, termasuk kalau ada yang terlibat dari Bea Cukai dan Departemen Keuangan. Saya harap dengan itu nanti tiga bulan ke depan sudah hilang,"" ujar Purbaya pada jumpa pers APBN Kita September 2025 di Kantor Kementerian Keuangan, Jakarta, Senin (22/9).
Purbaya mengaku sudah mengundang sejumlah perwakilan marketplace. Ia meminta para penyedia platform perdagangan online untuk melarang penjualan rokok ilegal dan barang palsu lainnya.
Ia juga akan menugaskan penindakan terhadap pihak-pihak yang masih menjual rokok ilegal. Selain menekan pelanggaran hukum, Purbaya berharap kebijakan ini bisa menekan konsumsi rokok ilegal.
""Kan sudah ke-detect siapa-siapa aja yang jual, akan kita mulai tangkepin, jadi yang masih mau jual harus berhenti,"" ujarnya.
Selain itu, Purbaya akan menugaskan Dirjen Bea Cukai mengecek secara acak orang yang masuk lewat jalur hijau di bandara. Ia berkata selama ini jalur itu tak dicek, tetapi ada kemungkinan disalahgunakan pengedar rokok ilegal.
""Mungkin dalam waktu dekat kita akan dapat banyak orang (pengedar rokok ilegal) di situ,"" ujar Purbaya.
Ditjen Bea dan Cukai Kemenkeu mengamankan 752 juta batang rokok ilegal selama 2024. Rokok-rokok itu merupakan hasil dari 22 ribu penindakan sepanjang tahun lalu.
Ditjen Bea dan Cukai melihat potensi gangguan terhadap industri rokok akibat kemunculan rokok ilegal.
Dirjen Bea Cuka Djaka Budhi Utama menyampaikan hal itu saat ditanya tentang maraknya rokok ilegal. Fenomena ini terjadi dan berbuntut lesunya industri tembakau dalam negeri.
""Insyaallah saya akan melakukan membentuk satgas, satgas pencegahan rokok ilegal dan cukai rokok,"" ujar Djaka pada konferensi pers APBN KITA Juni 2025 di Kantor Kementerian Keuangan, Jakarta, Selasa (17/6).
(dhf/sfr) TOPIK TERKAIT
ARTIKEL
TERKAIT
TERKAIT
LAINNYA DI DETIKNETWORK",ok_trafilatura,,2025-09-22 16:28:44+07:00,0,Kemenkeu,Pemerintah kejar penunggak pajak besar dan kaji stagnansi rasio pajak.
"Mesra dengan RI, Ini 10 ""Senjata"" Rahasia Kanada Bisa Taklukkan DuniaResearch2 jam yang lalu",https://www.cnbcindonesia.com/research/20250925124942-128-670113/mesra-dengan-ri-ini-10-senjata-rahasia-kanada-bisa-taklukkan-dunia,2025-09-26T00:00:00+07:00,www.cnbcindonesia.com,"Mesra dengan RI, Ini 10 ""Senjata"" Rahasia Kanada Bisa Taklukkan Dunia
Jakarta, CNBC Indonesia- Perdagangan internasional menjadi pilar utama perekonomian Kanada. Sepanjang 2024, nilai perdagangan barang negeri maple syrup ini mencapai lebih dari US$1,5 triliun, setara sekitar 71% dari PDB Kanada.
Dari jumlah tersebut, ekspor tercatat US$781 miliar, sedikit lebih tinggi dibanding impor US$765 miliar, sehingga Kanada menikmati surplus sekitar US$16 miliar.
Kekuatan Kanada dalam perdagangan global tidak lepas dari kombinasi infrastruktur transportasi kereta, pelabuhan, hingga jalur udara yang memungkinkan distribusi barang secara masif ke berbagai negara. Dengan sumber daya alam melimpah dan industri manufaktur yang solid, peta perdagangan Kanada menghadirkan keseimbangan antara ekspor energi dan impor barang konsumsi.
Produk energi menyumbang porsi terbesar dari ekspor Kanada. Sekitar 30% nilai ekspor berasal dari energi, dengan total hampir US$227 miliar. Crude oil alias minyak mentah menjadi komoditas nomor satu, dengan ekspor mencapai US$147 miliar.
Tak heran, pasar utama Kanada seperti Amerika Serikat dan negara-negara G7 sangat bergantung pada pasokan energi dari negeri ini.
Selain minyak mentah, Kanada juga mengekspor petroleum gas senilai US$14 miliar. Kontribusi ini memperkuat posisi Kanada sebagai pemasok energi global yang stabil, terutama di tengah dinamika geopolitik dan transisi energi dunia.
Di sisi lain, industri otomotif Kanada menunjukkan fenomena unik. Mobil menempati peringkat kedua barang paling banyak diperdagangkan dengan nilai total US$99 miliar. Namun, berbeda dengan minyak, sektor ini lebih condong ke impor. Dari total tersebut, US$55 miliar adalah impor, sementara ekspor mobil mencapai US$44 miliar.
Hal serupa terjadi pada suku cadang kendaraan. Kanada mengimpor US$26 miliar komponen, lebih besar dari ekspor yang hanya US$18 miliar. Fenomena ini mencerminkan kebutuhan domestik Kanada terhadap produk otomotif global, meski pada saat yang sama tetap berkontribusi dalam rantai pasok otomotif Amerika Utara.
Selain energi dan otomotif, emas menjadi komoditas strategis dengan nilai perdagangan US$52 miliar. Kanada dikenal sebagai salah satu produsen emas terbesar dunia, dengan ekspor mencapai US$39 miliar.
Sektor lain yang juga menonjol adalah farmasi, khususnya obat-obatan dengan nilai perdagangan US$28 miliar. Sementara itu, industri aviasi Kanada berkontribusi melalui ekspor dan impor pesawat senilai total US$16 miliar.
Berikut 10 keunggulan Kanada di bidang perdagangan dunia:
Nilai perdagangan RI dengan sejumlah negara, termasuk Indonesia diperkirakan akan semakin besar setelah residen Prabowo Subianto telah menyelesaikan kunjungan kerja di Ottawa, Kanada, Rabu (25/9/2025).
Prabowo dan Perdana Menteri (PM) Kanada Mark Carney menandatangani sejumlah kesepakatan, termasuk Indonesia-Canada Comprehensive Economic Partnership Agreement (ICA CEPA)
Ini merupakan perjanjian kemitraan ekonomi yang bakal implementasi pada tahun 2026 mendatang.
Perjanjian ICA-CEPA disepakati setelah bertahun-tahun negosiasi, mencakup liberalisasi tarif, perlindungan investasi, hingga penguatan kerja sama UMKM dan perdagangan berkelanjutan.
Melalui ICA-CEPA, Kanada akan menghapus 90,5% tarif impor untuk produk Indonesia, sementara RI membuka 85,8% pos tarif. Proyeksinya, ekspor Indonesia ke Kanada bisa mencapai US$11,8 miliar pada 2030 dengan tambahan pertumbuhan Produk Domestik Bruto (PDB) 0,12%.
CNBC Indonesia Research
(emb/emb)",ok_trafilatura,,2025-09-26 00:00:00+07:00,6,Internasional,Harga batu bara naik akibat permintaan listrik untuk teknologi AI.
