judul_berita,penulis_berita,url_berita,media_online,tanggal_berita_dt,top_keyword,lex_match,fuzz_score,embed_sim,relevance_score,is_relevant
"Sosok Ketua Tim Reformasi Polri, Jenderal Bergelar Profesor Peraih 3 Penghargaan Internasi...",Tidak Diketahui,https://www.liputan6.com/news/read/6165295/sosok-ketua-tim-reformasi-polri-jenderal-bergelar-profesor-peraih-3-penghargaan-internasional,liputan6,2025-09-22 10:58:32+07:00,makan bergizi gratis,0.0,0.23,0.709,0.494,False
Cek Fakta: Hoaks Artikel Menkeu Purbaya Minta Rakyat Menyumbang Bila Ingin Ekonomi Maju Lagi,Tidak Diketahui,https://www.liputan6.com/cek-fakta/read/6164770/cek-fakta-hoaks-artikel-menkeu-purbaya-minta-rakyat-menyumbang-bila-ingin-ekonomi-maju-lagi,liputan6,2025-09-21 17:01:31+07:00,suntikan dana rp200 triliun,0.0,0.235,0.705,0.494,False
"Mengaku Pihak Leasing, 3 Mata Elang Perampas Motor Warga di Jakut Dibekuk Polisi",Tidak Diketahui,https://www.liputan6.com/news/read/6165010/mengaku-pihak-leasing-3-mata-elang-perampas-motor-warga-di-jakut-dibekuk-polisi,liputan6,2025-09-21 20:40:24+07:00,diskusi banggar dpr,0.0,0.242,0.701,0.494,False
Bakal Ada Tax Amnesty Lagi? Ekonom: Ibarat Sekolah Ampuni Siswa Menyontek,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164724/bakal-ada-tax-amnesty-lagi-ekonom-ibarat-sekolah-ampuni-siswa-menyontek,liputan6,2025-09-21 12:00:01+07:00,makan bergizi gratis,0.0,0.28,0.683,0.494,False
Akses Keuangan Penting Bagi Petani untuk Bisa Naik Kelas,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164656/akses-keuangan-penting-bagi-petani-untuk-bisa-naik-kelas,liputan6,2025-09-21 07:50:57+07:00,makan bergizi gratis,0.0,0.237,0.705,0.494,False
Danpuspom: Kasus Perwira TNI Pukuli Ojol Diproses Sesuai Aturan!,Tidak Diketahui,https://news.okezone.com/read/2025/09/22/337/3171661/danpuspom-kasus-perwira-tni-pukuli-ojol-diproses-sesuai-aturan,okezone,2025-09-22 15:00:00+07:00,suntikan dana rp200 triliun,0.0,0.242,0.702,0.494,False
"Temui Puan Maharani, Serikat Pekerja Desak Pengesahan RUU Ketenagakerjaan",Tidak Diketahui,https://economy.okezone.com/read/2025/09/22/320/3171632/temui-puan-maharani-serikat-pekerja-desak-pengesahan-ruu-ketenagakerjaan,okezone,2025-09-22 13:35:00+07:00,suntikan dana rp200 triliun,0.0,0.22,0.714,0.494,False
Diduga Emosi Kakanwil Kemenag NTB Lempar Mikrofon Saat Acara Pelantikan Kepala Kemenag Dompu,,https://www.tribunnews.com/regional/7731594/diduga-emosi-kakanwil-kemenag-ntb-lempar-mikrofon-saat-acara-pelantikan-kepala-kemenag-dompu,tribunnews,2025-09-21 18:47:00+07:00,makan bergizi gratis,0.0,0.214,0.716,0.494,False
Apakah Ada Tanggal Merah di Oktober 2025? Cek Daftar Libur Nasional dan Cuti Bersama di Sini!,,https://www.tribunnews.com/nasional/7731591/apakah-ada-tanggal-merah-di-oktober-2025-cek-daftar-libur-nasional-dan-cuti-bersama-di-sini,tribunnews,2025-09-21 18:32:00+07:00,diskusi banggar dpr,0.0,0.196,0.726,0.494,False
Apakah 1 Oktober 2025 Tanggal Merah? Cek Informasi Resminya,Tidak Diketahui,https://news.detik.com/berita/d-8124486/apakah-1-oktober-2025-tanggal-merah-cek-informasi-resminya,detik,2045-09-22 00:00:00+07:00,makan bergizi gratis,0.0,0.329,0.657,0.493,False
"Ibu Kota Politik IKN Jadi Sorotan DPR, Apa Bedanya dengan Ibu Kota Negara?",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165408/ibu-kota-politik-ikn-jadi-sorotan-dpr-apa-bedanya-dengan-ibu-kota-negara,liputan6,2025-09-22 13:45:07+07:00,suntikan dana rp200 triliun,0.0,0.238,0.703,0.493,False
"Bukan Hal Tabu, Ternyata Kontrasepsi Jadi Benteng Kesehatan Reproduksi",Tidak Diketahui,https://women.okezone.com/read/2025/09/22/482/3171625/bukan-hal-tabu-ternyata-kontrasepsi-jadi-benteng-kesehatan-reproduksi,okezone,2025-09-22 13:12:00+07:00,suntikan dana rp200 triliun,0.0,0.206,0.719,0.493,False
Anggota Komisi III DPR Tekankan Revisi Pasal Penangkapan dan Penahanan dalam RUU KUHAP,,https://www.tribunnews.com/dpr-ri/7731929/anggota-komisi-iii-dpr-tekankan-revisi-pasal-penangkapan-dan-penahanan-dalam-ruu-kuhap,tribunnews,2025-09-22 15:08:00+07:00,suntikan dana rp200 triliun,0.0,0.23,0.706,0.493,False
"Kode Redeem FF Aktif Hari Ini, 22 September 2025, Buruan Klaim Bundle Karakter Eksklusif Gratis",,https://www.tribunnews.com/techno/7731919/kode-redeem-ff-aktif-hari-ini-22-september-2025-buruan-klaim-bundle-karakter-eksklusif-gratis,tribunnews,2025-09-22 14:58:00+07:00,makan bergizi gratis,0.0,0.278,0.683,0.493,False
"Dilaporkan Hilang oleh Warga, Bupati Buton Ngaku di Jakarta 20 Hari untuk Cari Pendanaan",,https://www.tribunnews.com/regional/7731603/dilaporkan-hilang-oleh-warga-bupati-buton-ngaku-di-jakarta-20-hari-untuk-cari-pendanaan,tribunnews,2025-09-21 19:56:00+07:00,diskusi banggar dpr,0.0,0.224,0.71,0.493,False
Mentan Amran Cerita Kena Vertigo Sampai Dirawat 7 Jam Gara-gara IniNews39 menit yang lalu,Tidak Diketahui,https://www.cnbcindonesia.com/news/20250922140811-4-669110/mentan-amran-cerita-kena-vertigo-sampai-dirawat-7-jam-gara-gara-ini,cnbc,2025-09-22 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.241,0.698,0.492,False
"Bamsoet Apresiasi 'Nikah Bersama, Bazar & Ekshibisi UMKM 2025' PBA UNPAD",Tidak Diketahui,https://news.detik.com/berita/d-8123319/bamsoet-apresiasi-nikah-bersama-bazar-ekshibisi-umkm-2025-pba-unpad,detik,2025-09-21 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.242,0.699,0.492,False
Bahlil Minta Shell Tak PHK Karyawan: Saya Yakin Mereka Punya Hati yang Baik,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165421/bahlil-minta-shell-tak-phk-karyawan-saya-yakin-mereka-punya-hati-yang-baik,liputan6,2025-09-22 14:00:03+07:00,diskusi banggar dpr,0.0,0.213,0.714,0.492,False
"Rupiah Anjlok ke 16.634 per Dolar AS, Tekanan Datang dari Dalam Negeri dan Global",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165248/rupiah-anjlok-ke-16634-per-dolar-as-tekanan-datang-dari-dalam-negeri-dan-global,liputan6,2025-09-22 10:20:58+07:00,suntikan dana rp200 triliun,0.0,0.241,0.699,0.492,False
Mendagri Minta Satpol PP Ubah Citra Lewat Pendekatan Humanis,,https://www.tribunnews.com/nasional/7731626/mendagri-minta-satpol-pp-ubah-citra-lewat-pendekatan-humanis,tribunnews,2025-09-21 22:29:00+07:00,suntikan dana rp200 triliun,0.0,0.23,0.706,0.492,False
Menteri HAM Akui Atmosfer Positif Jelang Pidato Presiden Prabowo di Sidang PBB,,https://www.tribunnews.com/nasional/7731916/menteri-ham-akui-atmosfer-positif-jelang-pidato-presiden-prabowo-di-sidang-pbb,tribunnews,2025-09-22 14:49:00+07:00,suntikan dana rp200 triliun,0.0,0.229,0.706,0.492,False
Urgensi Kompetensi Pejabat Pengelola Keuangan Negara: PPK & PPSPMOpini1 jam yang lalu,Tidak Diketahui,https://www.cnbcindonesia.com/opini/20250922132241-14-669083/urgensi-kompetensi-pejabat-pengelola-keuangan-negara-ppk-ppspm,cnbc,2025-09-22 00:00:00+07:00,diskusi banggar dpr,0.0,0.25,0.694,0.491,False
Kredit Usaha Rakyat BRI Jadi Kunci Sukses Pertumbuhan Usaha “Nanas Nadi” di Lampung,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165484/kredit-usaha-rakyat-bri-jadi-kunci-sukses-pertumbuhan-usaha-nanas-nadi-di-lampung,liputan6,2025-09-22 14:35:19+07:00,diskusi banggar dpr,0.0,0.235,0.7,0.491,False
Bapanas: Cadangan Beras Pemerintah Harus Layak Konsumsi,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164711/bapanas-cadangan-beras-pemerintah-harus-layak-konsumsi,liputan6,2025-09-21 19:00:22+07:00,makan bergizi gratis,0.0,0.24,0.699,0.491,False
"Kapal Induk AS Berlayar di Dekat Selat Hormuz, Iran Siaga Tinggi Luncurkan Serangan",,https://www.tribunnews.com/internasional/7731628/kapal-induk-as-berlayar-di-dekat-selat-hormuz-iran-siaga-tinggi-luncurkan-serangan,tribunnews,2025-09-21 22:49:00+07:00,suntikan dana rp200 triliun,0.0,0.2,0.718,0.491,False
Menteri Agama: Tradisi Berbagi Umat Islam Berpotensi Bebaskan 2 Juta Lebih Penduduk Miskin,,https://www.tribunnews.com/nasional/7731584/menteri-agama-tradisi-berbagi-umat-islam-berpotensi-bebaskan-2-juta-lebih-penduduk-miskin,tribunnews,2025-09-21 17:56:00+07:00,makan bergizi gratis,0.0,0.255,0.691,0.491,False
Kapan Pemain Abroad Timnas Indonesia Kumpul di Arab Saudi Jelang Kualfikasi Piala Dunia 2026?,Tidak Diketahui,https://bola.okezone.com/read/2025/09/22/51/3171667/kapan-pemain-abroad-timnas-indonesia-kumpul-di-arab-saudi-jelang-kualfikasi-piala-dunia-2026,okezone,2025-09-22 15:20:00+07:00,suntikan dana rp200 triliun,0.0,0.183,0.725,0.49,False
GOTO Prihatin Insiden Pemukulan Oknum TNI Terhadap Driver Gojek di Pontianak,,https://www.tribunnews.com/bisnis/7731908/goto-prihatin-insiden-pemukulan-oknum-tni-terhadap-driver-gojek-di-pontianak,tribunnews,2025-09-22 14:42:00+07:00,suntikan dana rp200 triliun,0.0,0.194,0.72,0.49,False
Pilot Pesawat Jupiter Aerobatik Team Ungkap Terkendala Cuaca Buruk saat Aksi di HUT ke-80 RI,,https://www.tribunnews.com/nasional/7731595/pilot-pesawat-jupiter-aerobatik-team-ungkap-terkendala-cuaca-buruk-saat-aksi-di-hut-ke-80-ri,tribunnews,2025-09-21 18:53:00+07:00,suntikan dana rp200 triliun,0.0,0.151,0.741,0.49,False
Tak Lagi Terdengar 'Tok Tok Wuk Wuk' di Ruas Sudirman-Thamrin Jelang Siang Hari Ini,Tidak Diketahui,https://www.liputan6.com/news/read/6165434/tak-lagi-terdengar-tok-tok-wuk-wuk-di-ruas-sudirman-thamrin-jelang-siang-hari-ini,liputan6,2025-09-22 13:19:59+07:00,diskusi banggar dpr,0.0,0.196,0.717,0.489,False
"Terbaru, Cek Harga Emas Perhiasan Hari Ini 21 September 2025",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164821/terbaru-cek-harga-emas-perhiasan-hari-ini-21-september-2025,liputan6,2025-09-21 14:00:23+07:00,suntikan dana rp200 triliun,0.0,0.23,0.7,0.489,False
"Pria Usia 79 Tahun Hilang di Puncak Manik Tampomas Sumedang, Pencarian Hari ke-4 masih Nihil",,https://www.tribunnews.com/regional/7731580/pria-usia-79-tahun-hilang-di-puncak-manik-tampomas-sumedang-pencarian-hari-ke-4-masih-nihil,tribunnews,2025-09-21 17:34:00+07:00,suntikan dana rp200 triliun,0.0,0.252,0.689,0.489,False
"Peringkat Kredit Naik, PalmCo Catatkan Fundamental Perusahaan yang Kuat dan Sehat",,https://www.tribunnews.com/bisnis/7731615/peringkat-kredit-naik-palmco-catatkan-fundamental-perusahaan-yang-kuat-dan-sehat,tribunnews,2025-09-21 20:32:00+07:00,makan bergizi gratis,0.0,0.238,0.697,0.489,False
"Putri Legenda Persib Cetak 52 Gol, Juara Baru Lahir di Soccer Challenge Bandung Seri 1",,https://www.tribunnews.com/superskor/7731612/putri-legenda-persib-cetak-52-gol-juara-baru-lahir-di-soccer-challenge-bandung-seri-1,tribunnews,2025-09-21 20:24:00+07:00,diskusi banggar dpr,0.0,0.171,0.73,0.489,False
"Mentrans Sambangi Perkampungan Transmigrasi di Salor Merauke, Janji Tuntaskan Masalah Laha...",Tidak Diketahui,https://www.liputan6.com/news/read/6165034/mentrans-sambangi-perkampungan-transmigrasi-di-salor-merauke-janji-tuntaskan-masalah-lahan,liputan6,2025-09-21 21:31:17+07:00,suntikan dana rp200 triliun,0.0,0.183,0.722,0.488,False
"Ekspor Udang Tersandung Radioaktif: Harga Bisa Anjlok, Pasar Amerika Menutup Pintu",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165403/ekspor-udang-tersandung-radioaktif-harga-bisa-anjlok-pasar-amerika-menutup-pintu,liputan6,2025-09-22 13:00:13+07:00,makan bergizi gratis,0.0,0.255,0.686,0.488,False
Hokky Caraka Jadi Biang Kerok Kegagalan Persijap Ukir Sejarah atas Persita,,https://www.tribunnews.com/superskor/7731577/hokky-caraka-jadi-biang-kerok-kegagalan-persijap-ukir-sejarah-atas-persita,tribunnews,2025-09-21 17:29:00+07:00,diskusi banggar dpr,0.0,0.258,0.684,0.488,False
"Barang Korban Utuh hingga Visum, Ini 5 Temuan Polisi Buka Tabir Pembunuhan Pacar di Lombok",,https://www.tribunnews.com/regional/7731608/barang-korban-utuh-hingga-visum-ini-5-temuan-polisi-buka-tabir-pembunuhan-pacar-di-lombok,tribunnews,2025-09-21 20:14:00+07:00,suntikan dana rp200 triliun,0.0,0.239,0.693,0.488,False
Interpol Sebut Tidak Bisa Upaya Paksa Tangkap Sofyan Iskandar Nugroho meski Berstatus Red Notice AS,,https://www.tribunnews.com/nasional/7731946/interpol-sebut-tidak-bisa-upaya-paksa-tangkap-sofyan-iskandar-nugroho-meski-berstatus-red-notice-as,tribunnews,2025-09-22 15:27:00+07:00,suntikan dana rp200 triliun,0.0,0.222,0.703,0.488,False
"Pajak dari Ecommerce Lompat, Begini Analisis KemenkeuTech47 menit yang lalu",Tidak Diketahui,https://www.cnbcindonesia.com/tech/20250922145300-37-669142/pajak-dari-ecommerce-lompat-begini-analisis-kemenkeu,cnbc,2025-09-22 00:00:00+07:00,makan bergizi gratis,0.0,0.274,0.675,0.487,False
"Ada Unjuk Rasa di DPR dan Patung Kuda, Begini Skenario Pengalihan Arus Lalu Lintas yang Di...",Tidak Diketahui,https://www.liputan6.com/news/read/6165487/ada-unjuk-rasa-di-dpr-dan-patung-kuda-begini-skenario-pengalihan-arus-lalu-lintas-yang-disiapkan-polisi,liputan6,2025-09-22 14:21:06+07:00,suntikan dana rp200 triliun,0.0,0.217,0.703,0.487,False
"Harga Emas Perhiasan Hari Ini 22 September 2025, Simak Daftarnya di Sini",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165307/harga-emas-perhiasan-hari-ini-22-september-2025-simak-daftarnya-di-sini,liputan6,2025-09-22 11:18:29+07:00,makan bergizi gratis,0.0,0.261,0.681,0.487,False
"2 Pekerja Freeport Meninggal Dunia, Asosiasi Pertambangan Indonesia Sampaikan Bela Sungkaw...",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165183/2-pekerja-freeport-meninggal-dunia-asosiasi-pertambangan-indonesia-sampaikan-bela-sungkawa,liputan6,2025-09-22 09:30:42+07:00,suntikan dana rp200 triliun,0.0,0.2,0.711,0.487,False
Ketua DPR Harap Tim Reformasi Polri Tingkatkan Citra Positif di Mata Publik,Tidak Diketahui,https://news.okezone.com/read/2025/09/22/337/3171670/ketua-dpr-harap-tim-reformasi-polri-tingkatkan-citra-positif-di-mata-publik,okezone,2025-09-22 15:38:00+07:00,suntikan dana rp200 triliun,0.0,0.235,0.694,0.487,False
Polisi Rekayasa Arus Lalu Lintas di Sekitar Gedung DPR dan Monas Imbas Unjuk Rasa  Buruh,,https://www.tribunnews.com/nasional/7731920/polisi-rekayasa-arus-lalu-lintas-di-sekitar-gedung-dpr-dan-monas-imbas-unjuk-rasa-buruh,tribunnews,2025-09-22 15:00:00+07:00,diskusi banggar dpr,0.0,0.206,0.709,0.487,False
"Prakiraan Cuaca Samarinda Senin, 22 September 2025: Siang hingga Malam Cerah",,https://www.tribunnews.com/regional/7731616/prakiraan-cuaca-samarinda-senin-22-september-2025-siang-hingga-malam-cerah,tribunnews,2025-09-21 20:33:00+07:00,diskusi banggar dpr,0.0,0.232,0.697,0.487,False
"Purbaya Pede Ekonomi Kuat: Kemarin Kita Takut, Sekarang Harus BeraniNews1 jam yang lalu",Tidak Diketahui,https://www.cnbcindonesia.com/news/20250922140931-4-669118/purbaya-pede-ekonomi-kuat-kemarin-kita-takut-sekarang-harus-berani,cnbc,2025-09-22 00:00:00+07:00,makan bergizi gratis,0.0,0.224,0.698,0.486,False
Pemkot Jaktim Bakal Bahas soal Fasilitas Pemberdayaan Usaha di Sepanjang Jalan Cawang Jakt...,Tidak Diketahui,https://www.liputan6.com/news/read/6165260/pemkot-jaktim-bakal-bahas-soal-fasilitas-pemberdayaan-usaha-di-sepanjang-jalan-cawang-jaktim,liputan6,2025-09-22 10:35:01+07:00,suntikan dana rp200 triliun,0.0,0.217,0.702,0.486,False
"Beda Suara dengan DPW, 5 DPC Jatim Tetap Setia Dukung Mardiono jadi Caketum di Muktamar X ...",Tidak Diketahui,https://www.liputan6.com/news/read/6164960/beda-suara-dengan-dpw-5-dpc-jatim-tetap-setia-dukung-mardiono-jadi-caketum-di-muktamar-x-ppp,liputan6,2025-09-21 19:00:02+07:00,suntikan dana rp200 triliun,0.0,0.217,0.702,0.486,False
"Dicalonkan Jadi Caketum PPP, Mardiono Minta DPW PPP Sultra Jaga Kekompakan Jelang di Mukta...",Tidak Diketahui,https://www.liputan6.com/news/read/6164941/dicalonkan-jadi-caketum-ppp-mardiono-minta-dpw-ppp-sultra-jaga-kekompakan-jelang-di-muktamar-x,liputan6,2025-09-21 17:47:00+07:00,suntikan dana rp200 triliun,0.0,0.233,0.693,0.486,False
Clash of Titans: Final Superliga Junior 2025 Hadirkan Duel Klub Besar Indonesia vs Thailand,,https://www.tribunnews.com/sport/7731597/clash-of-titans-final-superliga-junior-2025-hadirkan-duel-klub-besar-indonesia-vs-thailand,tribunnews,2025-09-21 19:06:00+07:00,suntikan dana rp200 triliun,0.0,0.288,0.666,0.486,False
"KPK Tak Kunjung Tetapkan Tersangka Korupsi Kuota Haji, Ada Intervensi dari Istana?",,https://www.tribunnews.com/nasional/7731951/kpk-tak-kunjung-tetapkan-tersangka-korupsi-kuota-haji-ada-intervensi-dari-istana,tribunnews,2025-09-22 15:35:00+07:00,makan bergizi gratis,0.0,0.255,0.683,0.486,False
"ASEAN Ramai-Ramai Tendang Dolar AS, Dunia Tinggalkan AmerikaResearch1 jam yang lalu",Tidak Diketahui,https://www.cnbcindonesia.com/research/20250922115624-128-669040/asean-ramai-ramai-tendang-dolar-as-dunia-tinggalkan-amerika,cnbc,2025-09-22 00:00:00+07:00,makan bergizi gratis,0.0,0.214,0.702,0.485,False
Rekayasa Lalin TB Simatupang hingga Akhir Oktober Diputuskan Senin Besok,Tidak Diketahui,https://www.liputan6.com/news/read/6164962/rekayasa-lalin-tb-simatupang-hingga-akhir-oktober-diputuskan-senin-besok,liputan6,2025-09-21 18:16:59+07:00,diskusi banggar dpr,0.0,0.264,0.676,0.485,False
Penjaga Gawang Timnas Indonesia Emil Audero Jadi Kiper Terbaik Asia Setelah Ungguli Zion Suzuki?,Tidak Diketahui,https://bola.okezone.com/read/2025/09/22/47/3171658/penjaga-gawang-timnas-indonesia-emil-audero-jadi-kiper-terbaik-asia-setelah-ungguli-zion-suzuki,okezone,2025-09-22 14:55:00+07:00,suntikan dana rp200 triliun,0.0,0.179,0.719,0.485,False
Kontes Domba dan Inovasi Pertanian Meriahkan Hari Peternakan dan Kesehatan Hewan Ke-189 di Bogor,,https://www.tribunnews.com/regional/7731604/kontes-domba-dan-inovasi-pertanian-meriahkan-hari-peternakan-dan-kesehatan-hewan-ke-189-di-bogor,tribunnews,2025-09-21 19:57:00+07:00,suntikan dana rp200 triliun,0.0,0.211,0.702,0.485,False
Sosok FT Wanita Cantik Bersama Anggota DPRD Wahyudin Moridu yang Viral ‘Ingin Rampok Uang Negara’,Tidak Diketahui,https://news.okezone.com/read/2025/09/22/337/3171622/sosok-ft-wanita-cantik-bersama-anggota-dprd-wahyudin-moridu-yang-viral-lsquo-ingin-rampok-uang-negara-rsquo,okezone,2025-09-22 12:56:00+07:00,diskusi banggar dpr,0.0,0.241,0.686,0.484,False
"Prakiraan Cuaca Kota Serang Selasa, 23 September 2025: Cerah dan Berawan Sepanjang Hari",,https://www.tribunnews.com/regional/7731953/prakiraan-cuaca-kota-serang-selasa-23-september-2025-cerah-dan-berawan-sepanjang-hari,tribunnews,2025-09-22 15:39:00+07:00,suntikan dana rp200 triliun,0.0,0.211,0.702,0.484,False
Turnamen Mini Soccer BMI Cup 2025 jadi Ajang Charity Bantu Korban Banjir Bali dan NTT,Tidak Diketahui,https://www.liputan6.com/news/read/6164889/turnamen-mini-soccer-bmi-cup-2025-jadi-ajang-charity-bantu-korban-banjir-bali-dan-ntt,liputan6,2025-09-21 15:50:00+07:00,diskusi banggar dpr,0.0,0.212,0.699,0.483,False
Rumah Warga di Bogor dan Sukabumi Rusak Dampak Gempa Swarm yang Terjadi Sabtu Hingga Minggu Pagi,,https://www.tribunnews.com/nasional/7731614/rumah-warga-di-bogor-dan-sukabumi-rusak-dampak-gempa-swarm-yang-terjadi-sabtu-hingga-minggu-pagi,tribunnews,2025-09-21 20:29:00+07:00,suntikan dana rp200 triliun,0.0,0.26,0.676,0.483,False
Perbankan Ikut Tekan Konsumsi Batu Bara PLTU Lewat Pembiayaan Biomassa,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164964/perbankan-ikut-tekan-konsumsi-batu-bara-pltu-lewat-pembiayaan-biomassa,liputan6,2025-09-21 19:30:19+07:00,diskusi banggar dpr,0.0,0.27,0.668,0.482,False
"Iran Minta Qatar Usir Pasukan AS, Sodorkan Rudal Hipersonik Fattah Buat Balas Serangan Israel",,https://www.tribunnews.com/internasional/7731620/iran-minta-qatar-usir-pasukan-as-sodorkan-rudal-hipersonik-fattah-buat-balas-serangan-israel,tribunnews,2025-09-21 20:50:00+07:00,suntikan dana rp200 triliun,0.0,0.233,0.686,0.482,False
"Potret Terbaru Hendra Kurniawan, Seali Syah Sebut Suami Lebih Sabar Pasca-Terseret Kasus Ferdy Sambo",,https://www.tribunnews.com/nasional/7731601/potret-terbaru-hendra-kurniawan-seali-syah-sebut-suami-lebih-sabar-pasca-terseret-kasus-ferdy-sambo,tribunnews,2025-09-21 19:26:00+07:00,diskusi banggar dpr,0.0,0.151,0.727,0.482,False
"Sosok Irjen Pol Agus Suryonugroho, Kepala Korlantas Polri akan Evaluasi Penggunaan Sirine dan Strobo",,https://www.tribunnews.com/nasional/7731959/sosok-irjen-pol-agus-suryonugroho-kepala-korlantas-polri-akan-evaluasi-penggunaan-sirine-dan-strobo,tribunnews,2025-09-22 15:49:00+07:00,suntikan dana rp200 triliun,0.0,0.236,0.685,0.482,False
Dave Laksono Apresiasi Polri soal Pembekuan Penggunaan Strobo dan Sirine untuk Pengawalan,Tidak Diketahui,https://www.liputan6.com/news/read/6165037/dave-laksono-apresiasi-polri-soal-pembekuan-penggunaan-strobo-dan-sirine-untuk-pengawalan,liputan6,2025-09-21 22:00:06+07:00,suntikan dana rp200 triliun,0.0,0.207,0.698,0.481,False
"Gempa Magnitudo 4.0 Guncang Sukabumi, Getarannya Terasa Sampai Bogor",Tidak Diketahui,https://www.liputan6.com/news/read/6164607/gempa-magnitudo-40-guncang-sukabumi-getarannya-terasa-sampai-bogor,liputan6,2025-09-21 00:47:04+07:00,makan bergizi gratis,0.0,0.227,0.688,0.481,False
"Harga Emas Pegadaian Hari Ini 22 September 2025: UBS, Antam dan Galeri24 Kompak Stagnan",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165133/harga-emas-pegadaian-hari-ini-22-september-2025-ubs-antam-dan-galeri24-kompak-stagnan,liputan6,2025-09-22 08:00:09+07:00,makan bergizi gratis,0.0,0.243,0.679,0.481,False
Fenomena Lock-In Season: Tren Kejar Target Akhir Tahun yang Berisiko Burnout,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6163805/fenomena-lock-in-season-tren-kejar-target-akhir-tahun-yang-berisiko-burnout,liputan6,2025-09-21 06:00:40+07:00,makan bergizi gratis,0.0,0.229,0.686,0.481,False
"Bentuk Tim Transformasi Reformasi Polri, Kapolri: Kami Dengarkan Semua Masukan!",Tidak Diketahui,https://news.okezone.com/read/2025/09/22/337/3171638/bentuk-tim-transformasi-reformasi-polri-kapolri-kami-dengarkan-semua-masukan,okezone,2025-09-22 13:53:00+07:00,diskusi banggar dpr,0.0,0.204,0.7,0.481,False
"Modal Nekat, Pemuda Ini Sukses Jadi CEO Frozen Yogurt dan Punya 40 Toko di New York",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6163497/modal-nekat-pemuda-ini-sukses-jadi-ceo-frozen-yogurt-dan-punya-40-toko-di-new-york,liputan6,2025-09-21 21:00:17+07:00,suntikan dana rp200 triliun,0.0,0.273,0.663,0.48,False
"400 Perusahaan Dunia Bakal Kumpul di Jakarta, Catat Tanggalnya",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164871/400-perusahaan-dunia-bakal-kumpul-di-jakarta-catat-tanggalnya,liputan6,2025-09-21 15:30:09+07:00,makan bergizi gratis,0.0,0.244,0.677,0.48,False
Organisasi Sayap PDI Perjuangan Fasilitasi Penggalangan Bantuan untuk Korban Banjir Bali dan NTT,,https://www.tribunnews.com/regional/7731945/organisasi-sayap-pdi-perjuangan-fasilitasi-penggalangan-bantuan-untuk-korban-banjir-bali-dan-ntt,tribunnews,2025-09-22 15:27:00+07:00,diskusi banggar dpr,0.0,0.226,0.687,0.48,False
"Purbaya Cerita Hotman Paris Protes Bunga Deposito Turun, Dijawab GiniMarket1 jam yang lalu",Tidak Diketahui,https://www.cnbcindonesia.com/market/20250922142658-17-669122/purbaya-cerita-hotman-paris-protes-bunga-deposito-turun-dijawab-gini,cnbc,2025-09-22 00:00:00+07:00,diskusi banggar dpr,0.0,0.165,0.716,0.479,False
"Ballon dOr 2025: Pedri Pilih Rehat, Penasihat Teknis Indonesia Ikut Rombongan Barcelona",,https://www.tribunnews.com/superskor/7731631/ballon-dor-2025-pedri-pilih-rehat-penasihat-teknis-indonesia-ikut-rombongan-barcelona,tribunnews,2025-09-21 23:04:00+07:00,suntikan dana rp200 triliun,0.0,0.228,0.684,0.479,False
"Wahyudin Moridu Janji Temui Massa Demo di DPRD Gorontalo, Minta Maaf usai Viral 'Akan Rampok Negara'",,https://www.tribunnews.com/regional/7731587/wahyudin-moridu-janji-temui-massa-demo-di-dprd-gorontalo-minta-maaf-usai-viral-akan-rampok-negara,tribunnews,2025-09-21 18:09:00+07:00,suntikan dana rp200 triliun,0.0,0.189,0.704,0.479,False
"Bayi Ditemukan Warga di Depan Yayasan Yatim Jakbar, Polisi Bantu Evakuasi",Tidak Diketahui,https://news.detik.com/berita/d-8123270/bayi-ditemukan-warga-di-depan-yayasan-yatim-jakbar-polisi-bantu-evakuasi,detik,2025-09-21 00:00:00+07:00,makan bergizi gratis,0.0,0.28,0.657,0.478,False
Sejumlah DPC PPP di Jateng Dukung Mardiono di Muktamar X: Jadi Ketum Harus Merangkak dari ...,Tidak Diketahui,https://www.liputan6.com/news/read/6165270/sejumlah-dpc-ppp-di-jateng-dukung-mardiono-di-muktamar-x-jadi-ketum-harus-merangkak-dari-kader,liputan6,2025-09-22 10:41:14+07:00,suntikan dana rp200 triliun,0.0,0.2,0.696,0.478,False
